,,,,,,,,String Pot #1/Mid disp,,,String Pot #2/Mid disp,,,Strain Gages (ue),,,,,,
,,,,,,,,,,0.944,,,0.944,1,2,3,,4,5,6
Time,1.0000,,Loading step,Load,Loading (lb),LC,,Sting Pot,,Displacement (in),String Pot,,Displacement (in),Ext Bot,Int Top,Int Bot,Int Shear,Int Bot,Int Shear 2,Ext Top
12/22/2015 15:07:18.492,0.0000,,x,6132,-5967,0.001242,-0.000036,8.752035,-0.027309,-0.028929025,8.752035,-0.027309,-0.028929025,-0.00004,-0.000062,0.000107,0.000001,0.000127,-0.000005,-0.000101
12/22/2015 15:07:19.491,0.0000,,x,6137,-5972,0.000215,-0.000036,8.75193,-0.027414,-0.029040254,8.75193,-0.027414,-0.029040254,-0.00004,-0.000063,0.000108,0.000001,0.000128,-0.000005,-0.000102
12/22/2015 15:07:20.489,0.0000,,x,6142,-5977,0.003433,-0.000036,8.75169,-0.027654,-0.029294492,8.75169,-0.027654,-0.029294492,-0.00004,-0.000064,0.000109,0.000001,0.000129,-0.000005,-0.000103
12/22/2015 15:07:21.488,0.0000,,x,6147,-5982,0.003723,-0.000037,8.751459,-0.027885,-0.029539195,8.751459,-0.027885,-0.029539195,-0.000041,-0.000064,0.00011,0.000001,0.00013,-0.000005,-0.000104
12/22/2015 15:07:22.503,0.0000,,x,6153,-5988,0.002065,-0.000036,8.751235,-0.028109,-0.029776483,8.751235,-0.028109,-0.029776483,-0.00004,-0.000065,0.000111,0.000001,0.000131,-0.000005,-0.000105
12/22/2015 15:07:23.501,0.0000,,x,6158,-5993,-0.0005,-0.000036,8.750959,-0.028385,-0.030068856,8.750959,-0.028385,-0.030068856,-0.00004,-0.000065,0.000112,0.000001,0.000132,-0.000005,-0.000106
12/22/2015 15:07:24.484,0.0000,,x,6163,-5998,-0.00183,-0.000037,8.750805,-0.028539,-0.030231992,8.750805,-0.028539,-0.030231992,-0.000041,-0.000066,0.000113,0.000001,0.000133,-0.000005,-0.000107
12/22/2015 15:07:25.481,0.0000,,x,6168,-6003,0.001248,-0.000037,8.750526,-0.028818,-0.030527542,8.750526,-0.028818,-0.030527542,-0.000041,-0.000067,0.000114,0.000001,0.000135,-0.000005,-0.000107
12/22/2015 15:07:26.480,0.0000,,x,6174,-6009,0.000508,-0.000037,8.750333,-0.029011,-0.030731992,8.750333,-0.029011,-0.030731992,-0.000041,-0.000067,0.000115,0.000001,0.000136,-0.000005,-0.000108
12/22/2015 15:07:27.494,0.0000,,x,6179,-6014,-0.000863,-0.000037,8.749789,-0.029555,-0.031308263,8.749789,-0.029555,-0.031308263,-0.000041,-0.000068,0.000116,0.000001,0.000137,-0.000005,-0.00011
12/22/2015 15:07:28.492,0.0000,,x,6184,-6019,-0.001023,-0.000037,8.749587,-0.029757,-0.031522246,8.749587,-0.029757,-0.031522246,-0.000041,-0.000068,0.000118,0.000001,0.000138,-0.000005,-0.00011
12/22/2015 15:07:29.491,0.0000,,x,6189,-6024,-0.000222,-0.000037,8.749148,-0.030196,-0.031987288,8.749148,-0.030196,-0.031987288,-0.000041,-0.000069,0.000119,0.000001,0.00014,-0.000005,-0.000111
12/22/2015 15:07:30.505,0.0000,,x,6195,-6030,0.003197,-0.000038,8.748695,-0.030649,-0.032467161,8.748695,-0.030649,-0.032467161,-0.000042,-0.000069,0.000121,0.000001,0.000142,-0.000005,-0.000113
12/22/2015 15:07:31.489,0.0000,,x,6200,-6035,0.004189,-0.000038,8.748455,-0.030889,-0.032721398,8.748455,-0.030889,-0.032721398,-0.000042,-0.00007,0.000122,0.000001,0.000144,-0.000005,-0.000113
12/22/2015 15:07:32.487,0.0000,,x,6205,-6040,0.000173,-0.000038,8.74818,-0.031164,-0.033012712,8.74818,-0.031164,-0.033012712,-0.000042,-0.00007,0.000124,0.000001,0.000145,-0.000005,-0.000114
12/22/2015 15:07:33.486,0.0000,,x,6211,-6046,-0.002407,-0.000038,8.747842,-0.031502,-0.033370763,8.747842,-0.031502,-0.033370763,-0.000042,-0.000071,0.000126,0.000001,0.000147,-0.000005,-0.000115
12/22/2015 15:07:34.499,0.0000,,x,6216,-6051,0.002339,-0.000039,8.747323,-0.032021,-0.033920551,8.747323,-0.032021,-0.033920551,-0.000043,-0.000071,0.000128,0.000001,0.000149,-0.000005,-0.000116
12/22/2015 15:07:35.482,0.0000,,x,6221,-6056,0.002687,-0.00004,8.746807,-0.032537,-0.034467161,8.746807,-0.032537,-0.034467161,-0.000044,-0.000071,0.00013,0.000001,0.000151,-0.000005,-0.000117
12/22/2015 15:07:36.496,0.0000,,x,6226,-6061,-0.000592,-0.00004,8.746374,-0.03297,-0.034925847,8.746374,-0.03297,-0.034925847,-0.000044,-0.000072,0.000132,0.000001,0.000154,-0.000005,-0.000118
12/22/2015 15:07:37.494,0.0000,,x,6232,-6067,0.000448,-0.000041,8.746184,-0.03316,-0.035127119,8.746184,-0.03316,-0.035127119,-0.000045,-0.000072,0.000135,0.000001,0.000157,-0.000005,-0.000119
12/22/2015 15:07:38.492,0.0000,,x,6237,-6072,0.001749,-0.000042,8.745764,-0.03358,-0.035572034,8.745764,-0.03358,-0.035572034,-0.000046,-0.000073,0.000138,0.000001,0.000161,-0.000005,-0.00012
12/22/2015 15:07:39.490,0.0000,,x,6242,-6077,0.000039,-0.000042,8.745258,-0.034086,-0.036108051,8.745258,-0.034086,-0.036108051,-0.000046,-0.000073,0.000141,0.000001,0.000164,-0.000005,-0.000121
12/22/2015 15:07:40.505,0.0000,,x,6247,-6082,0.004196,-0.000043,8.744891,-0.034453,-0.036496822,8.744891,-0.034453,-0.036496822,-0.000047,-0.000073,0.000144,0.000001,0.000168,-0.000005,-0.000122
12/22/2015 15:07:41.488,0.0000,,x,6253,-6088,-0.001673,-0.000044,8.744546,-0.034798,-0.036862288,8.744546,-0.034798,-0.036862288,-0.000048,-0.000073,0.000147,0.000001,0.000172,-0.000005,-0.000123
12/22/2015 15:07:42.486,0.0000,,x,6258,-6093,0.004428,-0.000044,8.744132,-0.035212,-0.037300847,8.744132,-0.035212,-0.037300847,-0.000048,-0.000074,0.00015,0.000001,0.000175,-0.000005,-0.000124
12/22/2015 15:07:43.486,0.0000,,x,6263,-6098,0.00239,-0.000045,8.743911,-0.035433,-0.037534958,8.743911,-0.035433,-0.037534958,-0.000049,-0.000074,0.000154,0.000001,0.000179,-0.000005,-0.000125
12/22/2015 15:07:44.499,0.0000,,x,6268,-6103,-0.001364,-0.000046,8.743506,-0.035838,-0.037963983,8.743506,-0.035838,-0.037963983,-0.00005,-0.000074,0.000159,0.000001,0.000183,-0.000005,-0.000126
12/22/2015 15:07:45.497,0.0000,,x,6274,-6109,0.003165,-0.000047,8.743184,-0.03616,-0.038305085,8.743184,-0.03616,-0.038305085,-0.000051,-0.000075,0.000163,0.000001,0.000188,-0.000005,-0.000127
12/22/2015 15:07:46.495,0.0000,,x,6279,-6114,-0.000075,-0.000048,8.742795,-0.036549,-0.038717161,8.742795,-0.036549,-0.038717161,-0.000052,-0.000075,0.000168,0.000001,0.000192,-0.000005,-0.000129
12/22/2015 15:07:47.495,0.0000,,x,6284,-6119,-0.002634,-0.000049,8.742485,-0.036859,-0.039045551,8.742485,-0.036859,-0.039045551,-0.000053,-0.000075,0.000173,0.000001,0.000197,-0.000005,-0.00013
12/22/2015 15:07:48.493,0.0000,,x,6289,-6124,0.00225,-0.000049,8.742102,-0.037242,-0.039451271,8.742102,-0.037242,-0.039451271,-0.000053,-0.000075,0.000178,0.000001,0.000201,-0.000005,-0.00013
12/22/2015 15:07:49.507,0.0000,,x,6295,-6130,0.002642,-0.00005,8.742023,-0.037321,-0.039534958,8.742023,-0.037321,-0.039534958,-0.000054,-0.000074,0.00018,0.000001,0.000203,-0.000005,-0.00013
12/22/2015 15:07:50.489,-0.0006,,11,6300,-6135,0.004527,-0.00005,8.741909,-0.037435,-0.03965572,8.741909,-0.037435,-0.03965572,-0.000054,-0.000073,0.000181,0.000001,0.000204,-0.000005,-0.000129
12/22/2015 15:08:45.265,0.0000,23,x,6317,-6152,0.001405,-0.000051,8.741697,-0.037647,-0.039880297,8.741697,-0.037647,-0.039880297,-0.000055,-0.000071,0.000188,0.000001,0.00021,-0.000004,-0.000127
12/22/2015 15:08:46.262,0.0000,,x,6333,-6168,0.000834,-0.000051,8.741644,-0.0377,-0.039936441,8.741644,-0.0377,-0.039936441,-0.000055,-0.00007,0.000187,0.000001,0.00021,-0.000004,-0.000127
12/22/2015 15:08:47.261,0.0000,,x,6350,-6185,0.000779,-0.000051,8.741672,-0.037672,-0.03990678,8.741672,-0.037672,-0.03990678,-0.000055,-0.00007,0.000187,0.000001,0.000209,-0.000004,-0.000126
12/22/2015 15:08:48.275,0.0000,,x,6367,-6202,-0.00102,-0.000051,8.74165,-0.037694,-0.039930085,8.74165,-0.037694,-0.039930085,-0.000055,-0.00007,0.000187,0.000001,0.000209,-0.000004,-0.000126
12/22/2015 15:08:49.257,0.0000,,x,6383,-6218,-0.001173,-0.000051,8.741675,-0.037669,-0.039903602,8.741675,-0.037669,-0.039903602,-0.000055,-0.000071,0.000188,0.000001,0.00021,-0.000005,-0.000127
12/22/2015 15:08:50.256,0.0000,,x,6400,-6235,-0.001594,-0.000051,8.741141,-0.038203,-0.04046928,8.741141,-0.038203,-0.04046928,-0.000055,-0.000073,0.000192,0.000001,0.000214,-0.000005,-0.00013
12/22/2015 15:08:51.255,0.0000,,x,6417,-6252,-0.000015,-0.000052,8.740502,-0.038842,-0.041146186,8.740502,-0.038842,-0.041146186,-0.000056,-0.000074,0.000194,0.000001,0.000217,-0.000005,-0.000132
12/22/2015 15:08:52.253,0.0000,,x,6433,-6268,0.003456,-0.000052,8.740198,-0.039146,-0.04146822,8.740198,-0.039146,-0.04146822,-0.000056,-0.000074,0.000196,0.000001,0.000218,-0.000005,-0.000133
12/22/2015 15:08:53.251,0.0000,,x,6450,-6285,0.000511,-0.000052,8.739911,-0.039433,-0.041772246,8.739911,-0.039433,-0.041772246,-0.000056,-0.000074,0.000197,0.000001,0.00022,-0.000005,-0.000134
12/22/2015 15:08:54.251,0.0000,,x,6467,-6302,0.003883,-0.000053,8.739613,-0.039731,-0.042087924,8.739613,-0.039731,-0.042087924,-0.000057,-0.000075,0.000199,0.000001,0.000222,-0.000005,-0.000134
12/22/2015 15:08:55.264,0.0000,,x,6483,-6318,0.003003,-0.000053,8.739436,-0.039908,-0.042275424,8.739436,-0.039908,-0.042275424,-0.000057,-0.000075,0.000201,0.000001,0.000224,-0.000005,-0.000135
12/22/2015 15:08:56.263,0.0000,,x,6500,-6335,-0.001182,-0.000053,8.739057,-0.040287,-0.042676907,8.739057,-0.040287,-0.042676907,-0.000057,-0.000075,0.000203,0.000001,0.000226,-0.000005,-0.000136
12/22/2015 15:08:57.260,0.0000,,x,6517,-6352,-0.001329,-0.000054,8.738522,-0.040822,-0.043243644,8.738522,-0.040822,-0.043243644,-0.000058,-0.000076,0.000205,0.000001,0.000229,-0.000005,-0.000137
12/22/2015 15:08:58.275,0.0000,,x,6533,-6368,0.001755,-0.000055,8.738016,-0.041328,-0.043779661,8.738016,-0.041328,-0.043779661,-0.000059,-0.000076,0.000209,0.000001,0.000232,-0.000005,-0.000138
12/22/2015 15:08:59.258,0.0000,,x,6550,-6385,0.001484,-0.000055,8.737678,-0.041666,-0.044137712,8.737678,-0.041666,-0.044137712,-0.000059,-0.000077,0.000212,0.000001,0.000236,-0.000005,-0.00014
12/22/2015 15:09:00.255,0.0000,,x,6567,-6402,0.00358,-0.000056,8.737188,-0.042156,-0.04465678,8.737188,-0.042156,-0.04465678,-0.00006,-0.000077,0.000216,0.000001,0.000239,-0.000005,-0.00014
12/22/2015 15:09:01.255,0.0000,,x,6583,-6418,-0.00278,-0.000057,8.736862,-0.042482,-0.045002119,8.736862,-0.042482,-0.045002119,-0.000061,-0.000077,0.000219,0.000001,0.000242,-0.000005,-0.000141
12/22/2015 15:09:02.254,0.0000,,x,6600,-6435,0.002754,-0.000058,8.736359,-0.042985,-0.045534958,8.736359,-0.042985,-0.045534958,-0.000062,-0.000077,0.000223,0.000001,0.000246,-0.000005,-0.000142
12/22/2015 15:09:03.252,0.0000,,x,6617,-6452,0.00194,-0.000059,8.735828,-0.043516,-0.046097458,8.735828,-0.043516,-0.046097458,-0.000063,-0.000077,0.000226,0.000001,0.000249,-0.000005,-0.000143
12/22/2015 15:09:04.266,0.0000,,x,6633,-6468,-0.000493,-0.00006,8.735408,-0.043936,-0.046542373,8.735408,-0.043936,-0.046542373,-0.000064,-0.000078,0.000229,0.000001,0.000253,-0.000005,-0.000144
12/22/2015 15:09:05.265,0.0000,,x,6650,-6485,-0.001887,-0.00006,8.73511,-0.044234,-0.046858051,8.73511,-0.044234,-0.046858051,-0.000064,-0.000077,0.000232,0.000001,0.000256,-0.000005,-0.000144
12/22/2015 15:09:06.263,0.0000,,x,6667,-6502,-0.001115,-0.000061,8.73494,-0.044404,-0.047038136,8.73494,-0.044404,-0.047038136,-0.000065,-0.000077,0.000233,0.000001,0.000257,-0.000005,-0.000144
12/22/2015 15:09:07.277,0.0000,,x,6683,-6518,0.005373,-0.000061,8.734879,-0.044465,-0.047102754,8.734879,-0.044465,-0.047102754,-0.000065,-0.000076,0.000233,0.000001,0.000257,-0.000004,-0.000143
12/22/2015 15:09:08.259,-0.0006,,12,6700,-6535,0.000747,-0.000061,8.734933,-0.044411,-0.047045551,8.734933,-0.044411,-0.047045551,-0.000065,-0.000075,0.000233,0.000001,0.000256,-0.000004,-0.000142
12/22/2015 15:10:04.251,0.0000,19,x,6715,-6550,0.002907,-0.000062,8.734257,-0.045087,-0.047761653,8.734257,-0.045087,-0.047761653,-0.000066,-0.000074,0.000238,0.000001,0.000261,-0.000004,-0.000141
12/22/2015 15:10:05.249,0.0000,,x,6730,-6565,0.000256,-0.000062,8.734276,-0.045068,-0.047741525,8.734276,-0.045068,-0.047741525,-0.000066,-0.000073,0.000238,0.000001,0.000261,-0.000004,-0.000141
12/22/2015 15:10:06.248,0.0000,,x,6745,-6580,0.000875,-0.000062,8.734345,-0.044999,-0.047668432,8.734345,-0.044999,-0.047668432,-0.000066,-0.000074,0.000238,0.000001,0.000261,-0.000004,-0.000141
12/22/2015 15:10:07.261,0.0000,,x,6760,-6595,-0.000841,-0.000062,8.734187,-0.045157,-0.047835805,8.734187,-0.045157,-0.047835805,-0.000066,-0.000074,0.000239,0.000001,0.000261,-0.000004,-0.000141
12/22/2015 15:10:08.259,0.0000,,x,6775,-6610,-0.000713,-0.000062,8.733355,-0.045989,-0.048717161,8.733355,-0.045989,-0.048717161,-0.000066,-0.000075,0.000242,0.000001,0.000265,-0.000004,-0.000143
12/22/2015 15:10:09.259,0.0000,,x,6790,-6625,0.002479,-0.000063,8.732723,-0.046621,-0.049386653,8.732723,-0.046621,-0.049386653,-0.000067,-0.000076,0.000245,0.000001,0.000269,-0.000004,-0.000145
12/22/2015 15:10:10.257,0.0000,,x,6805,-6640,-0.000614,-0.000063,8.732403,-0.046941,-0.049725636,8.732403,-0.046941,-0.049725636,-0.000067,-0.000077,0.000248,0.000001,0.000272,-0.000004,-0.000147
12/22/2015 15:10:11.271,0.0000,,x,6820,-6655,0.003526,-0.000063,8.732113,-0.047231,-0.050032839,8.732113,-0.047231,-0.050032839,-0.000067,-0.000077,0.00025,0.000001,0.000274,-0.000004,-0.000147
12/22/2015 15:10:12.270,0.0000,,x,6835,-6670,0.000578,-0.000064,8.731853,-0.047491,-0.050308263,8.731853,-0.047491,-0.050308263,-0.000068,-0.000077,0.000252,0.000001,0.000276,-0.000004,-0.000148
12/22/2015 15:10:13.268,0.0000,,x,6850,-6685,0.004234,-0.000064,8.731626,-0.047718,-0.050548729,8.731626,-0.047718,-0.050548729,-0.000068,-0.000078,0.000254,0.000001,0.000278,-0.000004,-0.000149
12/22/2015 15:10:14.250,0.0000,,x,6865,-6700,0.003873,-0.000065,8.73149,-0.047854,-0.050692797,8.73149,-0.047854,-0.050692797,-0.000069,-0.000078,0.000256,0.000001,0.00028,-0.000004,-0.00015
12/22/2015 15:10:15.250,0.0000,,x,6880,-6715,-0.000777,-0.000065,8.731218,-0.048126,-0.050980932,8.731218,-0.048126,-0.050980932,-0.000069,-0.000078,0.000258,0.000001,0.000283,-0.000004,-0.000151
12/22/2015 15:10:16.264,0.0000,,x,6895,-6730,0.002977,-0.000066,8.730863,-0.048481,-0.051356992,8.730863,-0.048481,-0.051356992,-0.00007,-0.000078,0.000261,0.000001,0.000286,-0.000004,-0.000152
12/22/2015 15:10:17.262,0.0000,,x,6910,-6745,0.003398,-0.000067,8.730573,-0.048771,-0.051664195,8.730573,-0.048771,-0.051664195,-0.000071,-0.000079,0.000264,0.000001,0.000289,-0.000004,-0.000153
12/22/2015 15:10:18.259,0.0000,,x,6925,-6760,0.005446,-0.000067,8.730158,-0.049186,-0.052103814,8.730158,-0.049186,-0.052103814,-0.000071,-0.000079,0.000268,0.000001,0.000293,-0.000005,-0.000154
12/22/2015 15:10:19.258,0.0000,,x,6940,-6775,0.001893,-0.000068,8.729735,-0.049609,-0.052551907,8.729735,-0.049609,-0.052551907,-0.000072,-0.000079,0.000272,0.000001,0.000297,-0.000004,-0.000155
12/22/2015 15:10:20.256,0.0000,,x,6955,-6790,0.001325,-0.000069,8.729077,-0.050267,-0.053248941,8.729077,-0.050267,-0.053248941,-0.000073,-0.000079,0.000275,0.000001,0.000301,-0.000004,-0.000156
12/22/2015 15:10:21.272,0.0000,,x,6970,-6805,0.002773,-0.00007,8.728672,-0.050672,-0.053677966,8.728672,-0.050672,-0.053677966,-0.000074,-0.000079,0.000278,0.000001,0.000305,-0.000004,-0.000156
12/22/2015 15:10:22.255,0.0000,,x,6985,-6820,-0.000902,-0.00007,8.728555,-0.050789,-0.053801907,8.728555,-0.050789,-0.053801907,-0.000074,-0.000079,0.00028,0.000001,0.000307,-0.000004,-0.000156
12/22/2015 15:10:23.253,-0.0007,,13,7000,-6835,0.002945,-0.000071,8.72864,-0.050704,-0.053711864,8.72864,-0.050704,-0.053711864,-0.000075,-0.000078,0.00028,0.000001,0.000307,-0.000004,-0.000155
12/22/2015 15:11:19.883,0.0000,54,x,7009,-6844,-0.000576,-0.000071,8.728425,-0.050919,-0.053939619,8.728425,-0.050919,-0.053939619,-0.000075,-0.000075,0.000283,0.000001,0.000309,-0.000004,-0.000152
12/22/2015 15:11:20.883,0.0000,,x,7018,-6853,-0.001702,-0.000071,8.728429,-0.050915,-0.053935381,8.728429,-0.050915,-0.053935381,-0.000075,-0.000075,0.000283,0.000001,0.000309,-0.000004,-0.000151
12/22/2015 15:11:21.895,0.0000,,x,7027,-6862,0.002703,-0.000071,8.728359,-0.050985,-0.054009534,8.728359,-0.050985,-0.054009534,-0.000075,-0.000075,0.000283,0.000001,0.000309,-0.000004,-0.000151
12/22/2015 15:11:22.879,0.0000,,x,7036,-6871,0.003267,-0.000071,8.728457,-0.050887,-0.05390572,8.728457,-0.050887,-0.05390572,-0.000075,-0.000075,0.000283,0.000001,0.000309,-0.000004,-0.000151
12/22/2015 15:11:23.893,0.0000,,x,7045,-6880,0.00255,-0.000071,8.728359,-0.050985,-0.054009534,8.728359,-0.050985,-0.054009534,-0.000075,-0.000076,0.000284,0.000001,0.00031,-0.000004,-0.000153
12/22/2015 15:11:24.891,0.0000,,x,7055,-6890,0.002122,-0.000072,8.727755,-0.051589,-0.054649364,8.727755,-0.051589,-0.054649364,-0.000076,-0.000077,0.000288,0.000001,0.000314,-0.000004,-0.000155
12/22/2015 15:11:25.890,0.0000,,x,7064,-6899,0.00046,-0.000072,8.726876,-0.052468,-0.055580508,8.726876,-0.052468,-0.055580508,-0.000076,-0.000078,0.000292,0.000001,0.000318,-0.000004,-0.000157
12/22/2015 15:11:26.887,0.0000,,x,7073,-6908,0.003028,-0.000073,8.726506,-0.052838,-0.055972458,8.726506,-0.052838,-0.055972458,-0.000077,-0.000079,0.000294,0.000001,0.000321,-0.000004,-0.000158
12/22/2015 15:11:27.902,0.0000,,x,7082,-6917,-0.000844,-0.000073,8.726278,-0.053066,-0.056213983,8.726278,-0.053066,-0.056213983,-0.000077,-0.000079,0.000296,0.000001,0.000323,-0.000004,-0.000159
12/22/2015 15:11:28.899,0.0000,,x,7091,-6926,0.003542,-0.000073,8.725883,-0.053461,-0.056632415,8.725883,-0.053461,-0.056632415,-0.000077,-0.000079,0.000297,0.000001,0.000324,-0.000004,-0.000159
12/22/2015 15:11:29.882,0.0000,,x,7100,-6935,0.002228,-0.000074,8.725747,-0.053597,-0.056776483,8.725747,-0.053597,-0.056776483,-0.000078,-0.000079,0.000298,0.000001,0.000326,-0.000004,-0.00016
12/22/2015 15:11:30.882,0.0000,,x,7109,-6944,0.003369,-0.000074,8.725443,-0.053901,-0.057098517,8.725443,-0.053901,-0.057098517,-0.000078,-0.000079,0.0003,0.000001,0.000328,-0.000004,-0.000161
12/22/2015 15:11:31.897,0.0000,,x,7118,-6953,0.002279,-0.000074,8.725118,-0.054226,-0.057442797,8.725118,-0.054226,-0.057442797,-0.000078,-0.000079,0.000302,0.000001,0.00033,-0.000004,-0.000161
12/22/2015 15:11:32.895,0.0000,,x,7127,-6962,-0.00182,-0.000075,8.72458,-0.054764,-0.058012712,8.72458,-0.054764,-0.058012712,-0.000079,-0.00008,0.000304,0.000001,0.000332,-0.000004,-0.000162
12/22/2015 15:11:33.893,0.0000,,x,7136,-6971,-0.001498,-0.000075,8.724061,-0.055283,-0.0585625,8.724061,-0.055283,-0.0585625,-0.000079,-0.00008,0.000306,0.000001,0.000335,-0.000004,-0.000163
12/22/2015 15:11:34.891,0.0000,,x,7145,-6980,0.000078,-0.000076,8.723657,-0.055687,-0.058990466,8.723657,-0.055687,-0.058990466,-0.00008,-0.00008,0.000308,0.000001,0.000337,-0.000004,-0.000163
12/22/2015 15:11:35.889,0.0000,,x,7155,-6990,0.003038,-0.000076,8.723249,-0.056095,-0.059422669,8.723249,-0.056095,-0.059422669,-0.00008,-0.00008,0.00031,0.000001,0.000339,-0.000004,-0.000164
12/22/2015 15:11:36.903,0.0000,,x,7164,-6999,0.001478,-0.000077,8.72292,-0.056424,-0.059771186,8.72292,-0.056424,-0.059771186,-0.000081,-0.00008,0.000312,0.000001,0.000342,-0.000004,-0.000165
12/22/2015 15:11:37.902,0.0000,,x,7173,-7008,0.001181,-0.000077,8.722442,-0.056902,-0.060277542,8.722442,-0.056902,-0.060277542,-0.000081,-0.00008,0.000314,0.000001,0.000344,-0.000004,-0.000165
12/22/2015 15:11:38.885,0.0000,,x,7182,-7017,0.003963,-0.000078,8.721848,-0.057496,-0.06090678,8.721848,-0.057496,-0.06090678,-0.000082,-0.000081,0.000316,0.000001,0.000346,-0.000004,-0.000166
12/22/2015 15:11:39.883,0.0000,,x,7191,-7026,0.002693,-0.000078,8.721465,-0.057879,-0.0613125,8.721465,-0.057879,-0.0613125,-0.000082,-0.00008,0.000318,0.000001,0.000348,-0.000004,-0.000166
12/22/2015 15:11:40.883,0.0000,,x,7200,-7035,0.00269,-0.000078,8.720833,-0.058511,-0.061981992,8.720833,-0.058511,-0.061981992,-0.000082,-0.000081,0.00032,0.000001,0.00035,-0.000004,-0.000167
12/22/2015 15:11:41.881,0.0000,,x,7209,-7044,-0.000953,-0.000079,8.720349,-0.058995,-0.062494703,8.720349,-0.058995,-0.062494703,-0.000083,-0.000081,0.000322,0.000001,0.000352,-0.000004,-0.000167
12/22/2015 15:11:42.894,0.0000,,x,7218,-7053,0.000511,-0.000078,8.719973,-0.059371,-0.062893008,8.719973,-0.059371,-0.062893008,-0.000082,-0.00008,0.000323,0.000001,0.000353,-0.000004,-0.000167
12/22/2015 15:11:43.892,0.0000,,x,7227,-7062,0.002017,-0.000078,8.719558,-0.059786,-0.063332627,8.719558,-0.059786,-0.063332627,-0.000082,-0.00008,0.000323,0.000001,0.000353,-0.000003,-0.000168
12/22/2015 15:11:44.891,0.0000,,x,7236,-7071,0.000993,-0.000078,8.719283,-0.060061,-0.063623941,8.719283,-0.060061,-0.063623941,-0.000082,-0.00008,0.000323,0.000001,0.000353,-0.000003,-0.000168
12/22/2015 15:11:45.889,0.0000,,x,7245,-7080,0.001354,-0.000076,8.718192,-0.061152,-0.064779661,8.718192,-0.061152,-0.064779661,-0.00008,-0.000077,0.000317,0.000001,0.000347,-0.000003,-0.000166
12/22/2015 15:11:46.887,0.0000,,x,7255,-7090,0.003009,-0.000076,8.717958,-0.061386,-0.065027542,8.717958,-0.061386,-0.065027542,-0.00008,-0.000077,0.000316,0.000001,0.000347,-0.000003,-0.000165
12/22/2015 15:11:47.887,0.0000,,x,7264,-7099,-0.000321,-0.000076,8.717671,-0.061673,-0.065331568,8.717671,-0.061673,-0.065331568,-0.00008,-0.000077,0.000317,0.000001,0.000347,-0.000003,-0.000165
12/22/2015 15:11:48.885,0.0000,,x,7273,-7108,0.003666,-0.000076,8.717367,-0.061977,-0.065653602,8.717367,-0.061977,-0.065653602,-0.00008,-0.000077,0.000317,0.000001,0.000348,-0.000003,-0.000166
12/22/2015 15:11:49.882,0.0000,,x,7282,-7117,0.000917,-0.000076,8.716902,-0.062442,-0.066146186,8.716902,-0.062442,-0.066146186,-0.00008,-0.000077,0.000318,0.000001,0.000349,-0.000003,-0.000166
12/22/2015 15:11:50.882,0.0000,,x,7291,-7126,-0.000972,-0.000076,8.716586,-0.062758,-0.066480932,8.716586,-0.062758,-0.066480932,-0.00008,-0.000077,0.000318,0.000001,0.000349,-0.000003,-0.000166
12/22/2015 15:11:51.881,0.0000,,x,7300,-7135,-0.000455,-0.000076,8.716105,-0.063239,-0.066990466,8.716105,-0.063239,-0.066990466,-0.00008,-0.000077,0.000319,0.000001,0.00035,-0.000003,-0.000167
12/22/2015 15:11:52.895,0.0000,,x,7309,-7144,-0.000697,-0.000076,8.71589,-0.063454,-0.06721822,8.71589,-0.063454,-0.06721822,-0.00008,-0.000078,0.00032,0.000001,0.000352,-0.000003,-0.000168
12/22/2015 15:11:53.893,0.0000,,x,7318,-7153,0.004837,-0.000076,8.715384,-0.06396,-0.067754237,8.715384,-0.06396,-0.067754237,-0.00008,-0.000078,0.000321,0.000001,0.000353,-0.000003,-0.000169
12/22/2015 15:11:54.891,0.0000,,x,7327,-7162,0.000435,-0.000076,8.715293,-0.064051,-0.067850636,8.715293,-0.064051,-0.067850636,-0.00008,-0.000078,0.000323,0.000001,0.000355,-0.000003,-0.000169
12/22/2015 15:11:55.889,0.0000,,x,7336,-7171,0.001924,-0.000077,8.714844,-0.0645,-0.068326271,8.714844,-0.0645,-0.068326271,-0.000081,-0.000078,0.000324,0.000001,0.000357,-0.000003,-0.00017
12/22/2015 15:11:56.903,0.0000,,x,7345,-7180,-0.002142,-0.000077,8.714202,-0.065142,-0.069006356,8.714202,-0.065142,-0.069006356,-0.000081,-0.000078,0.000325,0.000001,0.000359,-0.000003,-0.000171
12/22/2015 15:11:57.902,0.0000,,x,7355,-7190,0.000732,-0.000077,8.713692,-0.065652,-0.06954661,8.713692,-0.065652,-0.06954661,-0.000081,-0.000079,0.000326,0.000001,0.000361,-0.000003,-0.000171
12/22/2015 15:11:58.885,0.0000,,x,7364,-7199,0.004416,-0.000078,8.713142,-0.066202,-0.070129237,8.713142,-0.066202,-0.070129237,-0.000082,-0.000079,0.000328,0.000001,0.000363,-0.000003,-0.000172
12/22/2015 15:11:59.883,0.0000,,x,7373,-7208,0.003564,-0.000078,8.712627,-0.066717,-0.070674788,8.712627,-0.066717,-0.070674788,-0.000082,-0.000079,0.000329,0.000001,0.000365,-0.000003,-0.000172
