,,,,,,,,String Pot #1/Mid disp,,,String Pot #2/Mid disp,,,Strain Gages (ue),,,,,,
,,,,,,,,,,0.944,,,0.944,1,2,3,,4,5,6
Time,1.0000,,Loading step,Load,Loading (lb),LC,,Sting Pot,,Displacement (in),String Pot,,Displacement (in),Ext Bot,Int Top,Int Bot,Int Shear,Int Bot,Int Shear 2,Ext Top
12/22/2015 14:51:53.715,0.0000,,0,165,0,0.003309,0,8.779344,0,0,8.779344,0,0,-0.000004,0,0.000001,0,0.000001,0,-0.000001
12/22/2015 14:51:54.713,0.0000,53,x,180,-15,0.00335,0.000001,8.779322,-2.2E-05,-2.33051E-05,8.779322,-2.2E-05,-2.33051E-05,-0.000003,-0.000001,0.000001,0,0.000002,0.000001,-0.000002
12/22/2015 14:51:55.712,0.0000,,x,196,-31,0.004055,0.000004,8.779262,-8.2E-05,-8.68644E-05,8.779262,-8.2E-05,-8.68644E-05,0,-0.000004,0.000004,0.000001,0.000004,0,-0.000005
12/22/2015 14:51:56.710,0.0000,,x,211,-46,0.000285,0.000008,8.778771,-0.000573,-0.000606992,8.778771,-0.000573,-0.000606992,0.000004,-0.000008,0.000008,0.000001,0.000008,0,-0.000011
12/22/2015 14:51:57.725,0.0000,,x,227,-62,0.003615,0.000009,8.778541,-0.000803,-0.000850636,8.778541,-0.000803,-0.000850636,0.000005,-0.000008,0.000008,0.000001,0.000009,0,-0.000011
12/22/2015 14:51:58.723,0.0000,,x,242,-77,0.002409,0.000008,8.778566,-0.000778,-0.000824153,8.778566,-0.000778,-0.000824153,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:51:59.706,0.0000,,x,258,-93,0.001609,0.000008,8.778541,-0.000803,-0.000850636,8.778541,-0.000803,-0.000850636,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:00.704,0.0000,,x,273,-108,0.002795,0.000008,8.778632,-0.000712,-0.000754237,8.778632,-0.000712,-0.000754237,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:01.702,0.0000,,x,289,-124,-0.000889,0.000008,8.778597,-0.000747,-0.000791314,8.778597,-0.000747,-0.000791314,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:02.701,0.0000,,x,304,-139,0.0015,0.000008,8.778547,-0.000797,-0.00084428,8.778547,-0.000797,-0.00084428,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:03.715,0.0000,,x,320,-155,0.003261,0.000008,8.77855,-0.000794,-0.000841102,8.77855,-0.000794,-0.000841102,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:04.714,0.0000,,x,335,-170,0.000346,0.000008,8.778572,-0.000772,-0.000817797,8.778572,-0.000772,-0.000817797,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:05.712,0.0000,,x,351,-186,-0.00197,0.000008,8.778575,-0.000769,-0.000814619,8.778575,-0.000769,-0.000814619,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:06.726,0.0000,,x,366,-201,0.003873,0.000008,8.778601,-0.000743,-0.000787076,8.778601,-0.000743,-0.000787076,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:07.723,0.0000,,x,381,-216,0.004234,0.000008,8.778632,-0.000712,-0.000754237,8.778632,-0.000712,-0.000754237,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:08.707,0.0000,,x,397,-232,-0.00137,0.000008,8.778575,-0.000769,-0.000814619,8.778575,-0.000769,-0.000814619,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:09.722,0.0000,,x,412,-247,0.003121,0.000008,8.778585,-0.000759,-0.000804025,8.778585,-0.000759,-0.000804025,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:10.771,0.0000,,x,428,-263,0.001806,0.000007,8.778718,-0.000626,-0.000663136,8.778718,-0.000626,-0.000663136,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:11.733,0.0000,,x,443,-278,-0.001029,0.000008,8.778544,-0.0008,-0.000847458,8.778544,-0.0008,-0.000847458,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:12.717,0.0000,,x,459,-294,0.003695,0.000008,8.778601,-0.000743,-0.000787076,8.778601,-0.000743,-0.000787076,0.000004,-0.000007,0.000007,0,0.000008,0,-0.00001
12/22/2015 14:52:13.736,0.0000,,x,474,-309,-0.000557,0.000008,8.778591,-0.000753,-0.000797669,8.778591,-0.000753,-0.000797669,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:14.744,0.0000,,x,490,-325,-0.001259,0.000008,8.778794,-0.00055,-0.000582627,8.778794,-0.00055,-0.000582627,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:15.742,0.0000,,x,505,-340,0.002058,0.000008,8.778752,-0.000592,-0.000627119,8.778752,-0.000592,-0.000627119,0.000004,-0.000008,0.000007,0,0.000008,0,-0.00001
12/22/2015 14:52:16.725,0.0000,,x,521,-356,0.001066,0.000008,8.778632,-0.000712,-0.000754237,8.778632,-0.000712,-0.000754237,0.000004,-0.000008,0.000007,0,0.000008,0,-0.00001
12/22/2015 14:52:17.739,0.0000,,x,536,-371,-0.000681,0.000008,8.77874,-0.000604,-0.000639831,8.77874,-0.000604,-0.000639831,0.000004,-0.000007,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:18.753,0.0000,,x,552,-387,0.001545,0.000008,8.778847,-0.000497,-0.000526483,8.778847,-0.000497,-0.000526483,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:19.786,0.0000,,x,567,-402,-0.001198,0.000008,8.778828,-0.000516,-0.00054661,8.778828,-0.000516,-0.00054661,0.000004,-0.000008,0.000007,0,0.000008,0,-0.00001
12/22/2015 14:52:20.750,0.0000,,x,583,-418,0.004307,0.000008,8.778907,-0.000437,-0.000462924,8.778907,-0.000437,-0.000462924,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:21.747,0.0000,,x,598,-433,-0.00146,0.000008,8.779009,-0.000335,-0.000354873,8.779009,-0.000335,-0.000354873,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:22.746,0.0000,,x,613,-448,0.000365,0.000008,8.778936,-0.000408,-0.000432203,8.778936,-0.000408,-0.000432203,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:23.745,0.0000,,x,629,-464,0.003022,0.000008,8.778999,-0.000345,-0.000365466,8.778999,-0.000345,-0.000365466,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:24.759,0.0000,,x,644,-479,-0.00101,0.000008,8.778895,-0.000449,-0.000475636,8.778895,-0.000449,-0.000475636,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:25.757,0.0000,,x,660,-495,0.002617,0.000008,8.778882,-0.000462,-0.000489407,8.778882,-0.000462,-0.000489407,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:26.755,0.0000,,x,675,-510,0.00342,0.000008,8.77898,-0.000364,-0.000385593,8.77898,-0.000364,-0.000385593,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:27.769,0.0000,,x,691,-526,-0.002273,0.000008,8.779024,-0.00032,-0.000338983,8.779024,-0.00032,-0.000338983,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:28.783,0.0000,,x,706,-541,0.002167,0.000008,8.779043,-0.000301,-0.000318856,8.779043,-0.000301,-0.000318856,0.000004,-0.000007,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:29.767,0.0000,,x,722,-557,0.002017,0.000008,8.779116,-0.000228,-0.000241525,8.779116,-0.000228,-0.000241525,0.000004,-0.000008,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:30.764,0.0000,,x,737,-572,0.002183,0.000008,8.779012,-0.000332,-0.000351695,8.779012,-0.000332,-0.000351695,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:31.763,0.0000,,x,753,-588,-0.001457,0.000008,8.778958,-0.000386,-0.000408898,8.778958,-0.000386,-0.000408898,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:32.776,0.0000,,x,768,-603,0.003542,0.000008,8.778999,-0.000345,-0.000365466,8.778999,-0.000345,-0.000365466,0.000004,-0.000008,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:33.775,0.0000,,x,784,-619,-0.000583,0.000008,8.779075,-0.000269,-0.000284958,8.779075,-0.000269,-0.000284958,0.000004,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:34.773,0.0000,,x,799,-634,0.002451,0.000008,8.779005,-0.000339,-0.00035911,8.779005,-0.000339,-0.00035911,0.000004,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:35.786,0.0000,,x,814,-649,-0.001613,0.000008,8.778952,-0.000392,-0.000415254,8.778952,-0.000392,-0.000415254,0.000004,-0.000007,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:36.818,0.0000,,x,830,-665,0.000103,0.000007,8.779078,-0.000266,-0.00028178,8.779078,-0.000266,-0.00028178,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:37.800,0.0000,,x,845,-680,-0.002289,0.000007,8.779012,-0.000332,-0.000351695,8.779012,-0.000332,-0.000351695,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:38.798,0.0000,,x,861,-696,-0.000844,0.000007,8.779005,-0.000339,-0.00035911,8.779005,-0.000339,-0.00035911,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:39.796,0.0000,,x,876,-711,0.000467,0.000007,8.779024,-0.00032,-0.000338983,8.779024,-0.00032,-0.000338983,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:40.827,0.0000,,x,892,-727,-0.000988,0.000008,8.77911,-0.000234,-0.000247881,8.77911,-0.000234,-0.000247881,0.000004,-0.000007,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:41.795,0.0000,,x,907,-742,-0.000468,0.000008,8.779113,-0.000231,-0.000244703,8.779113,-0.000231,-0.000244703,0.000004,-0.000008,0.000007,0,0.000008,0,-0.00001
12/22/2015 14:52:42.807,0.0000,,x,923,-758,0.001644,0.000008,8.779091,-0.000253,-0.000268008,8.779091,-0.000253,-0.000268008,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:43.805,0.0000,,x,938,-773,0.002425,0.000008,8.779059,-0.000285,-0.000301907,8.779059,-0.000285,-0.000301907,0.000004,-0.000008,0.000007,0.000001,0.000008,0,-0.00001
12/22/2015 14:52:44.804,0.0000,,x,954,-789,0.004253,0.000008,8.778923,-0.000421,-0.000445975,8.778923,-0.000421,-0.000445975,0.000004,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:52:45.801,0.0000,,x,969,-804,-0.002136,0.000008,8.779024,-0.00032,-0.000338983,8.779024,-0.00032,-0.000338983,0.000004,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:46.816,0.0000,,x,985,-820,0.001054,0.000007,8.77916,-0.000184,-0.000194915,8.77916,-0.000184,-0.000194915,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:52:47.813,-0.0008,,1,1000,-835,-0.001504,0.000007,8.779122,-0.000222,-0.000235169,8.779122,-0.000222,-0.000235169,0.000003,-0.000007,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:53:58.822,0.0000,15,x,1058,-893,0.000403,0.000007,8.779163,-0.000181,-0.000191737,8.779163,-0.000181,-0.000191737,0.000003,-0.000008,0.000007,0.000001,0.000007,0,-0.00001
12/22/2015 14:53:59.836,0.0000,,x,1115,-950,0.001095,0.000007,8.779107,-0.000237,-0.000251059,8.779107,-0.000237,-0.000251059,0.000003,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:54:00.834,0.0000,,x,1173,-1008,0.001704,0.000007,8.779138,-0.000206,-0.00021822,8.779138,-0.000206,-0.00021822,0.000003,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:54:01.816,0.0000,,x,1230,-1065,0.001475,0.000007,8.779132,-0.000212,-0.000224576,8.779132,-0.000212,-0.000224576,0.000003,-0.000008,0.000007,0,0.000007,0,-0.00001
12/22/2015 14:54:02.815,0.0000,,x,1288,-1123,-0.000347,0.000011,8.778284,-0.00106,-0.001122881,8.778284,-0.00106,-0.001122881,0.000007,-0.000011,0.00001,0,0.00001,0,-0.000014
12/22/2015 14:54:03.814,0.0000,,x,1345,-1180,-0.001699,0.000017,8.776273,-0.003071,-0.003253178,8.776273,-0.003071,-0.003253178,0.000013,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:04.826,0.0000,,x,1403,-1238,0.004339,0.000017,8.775812,-0.003532,-0.003741525,8.775812,-0.003532,-0.003741525,0.000013,-0.000017,0.000015,0.000001,0.000016,0,-0.000022
12/22/2015 14:54:05.825,0.0000,,x,1460,-1295,0.000687,0.000016,8.775808,-0.003536,-0.003745763,8.775808,-0.003536,-0.003745763,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:06.824,0.0000,,x,1518,-1353,-0.000193,0.000016,8.775878,-0.003466,-0.00367161,8.775878,-0.003466,-0.00367161,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.00002
12/22/2015 14:54:07.822,0.0000,,x,1575,-1410,0.002901,0.000016,8.775827,-0.003517,-0.003725636,8.775827,-0.003517,-0.003725636,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:08.836,0.0000,,x,1633,-1468,-0.001606,0.000016,8.775732,-0.003612,-0.003826271,8.775732,-0.003612,-0.003826271,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:09.818,0.0000,,x,1690,-1525,-0.001661,0.000016,8.775849,-0.003495,-0.003702331,8.775849,-0.003495,-0.003702331,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:10.834,0.0000,,x,1748,-1583,0.000681,0.000016,8.775748,-0.003596,-0.003809322,8.775748,-0.003596,-0.003809322,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:11.816,0.0000,,x,1805,-1640,0.004361,0.000016,8.775739,-0.003605,-0.003818856,8.775739,-0.003605,-0.003818856,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:12.814,0.0000,,x,1863,-1698,0.001797,0.000016,8.775755,-0.003589,-0.003801907,8.775755,-0.003589,-0.003801907,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:54:13.813,-0.0006,,2,1920,-1755,0.001896,0.000016,8.775812,-0.003532,-0.003741525,8.775812,-0.003532,-0.003741525,0.000012,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:05.243,0.0000,18,x,1951,-1786,0.000499,0.000015,8.775546,-0.003798,-0.004023305,8.775546,-0.003798,-0.004023305,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:06.241,0.0000,,x,1981,-1816,0.002515,0.000015,8.775565,-0.003779,-0.004003178,8.775565,-0.003779,-0.004003178,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:07.256,0.0000,,x,2012,-1847,0.000068,0.000015,8.775521,-0.003823,-0.004049788,8.775521,-0.003823,-0.004049788,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:08.254,0.0000,,x,2042,-1877,0.000945,0.000015,8.775666,-0.003678,-0.003896186,8.775666,-0.003678,-0.003896186,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:09.237,0.0000,,x,2073,-1908,0.00453,0.000015,8.775549,-0.003795,-0.004020127,8.775549,-0.003795,-0.004020127,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:10.234,0.0000,,x,2103,-1938,0.002483,0.000015,8.775625,-0.003719,-0.003939619,8.775625,-0.003719,-0.003939619,0.000011,-0.000016,0.000014,0.000001,0.000015,0,-0.000021
12/22/2015 14:55:11.234,0.0000,,x,2134,-1969,0.003232,0.000015,8.775641,-0.003703,-0.003922669,8.775641,-0.003703,-0.003922669,0.000011,-0.000016,0.000013,0.000001,0.000014,0,-0.00002
12/22/2015 14:55:12.247,0.0000,,x,2164,-1999,-0.001406,0.000017,8.775429,-0.003915,-0.004147246,8.775429,-0.003915,-0.004147246,0.000013,-0.000018,0.000015,0.000001,0.000016,0,-0.000023
12/22/2015 14:55:13.246,0.0000,,x,2195,-2030,0.003143,0.000018,8.775198,-0.004146,-0.004391949,8.775198,-0.004146,-0.004391949,0.000014,-0.000018,0.000016,0.000001,0.000017,0,-0.000024
12/22/2015 14:55:14.243,0.0000,,x,2225,-2060,0.004661,0.000019,8.774948,-0.004396,-0.00465678,8.774948,-0.004396,-0.00465678,0.000015,-0.000019,0.000017,0.000001,0.000018,0,-0.000025
12/22/2015 14:55:15.242,0.0000,,x,2256,-2091,0.002802,0.000019,8.774673,-0.004671,-0.004948093,8.774673,-0.004671,-0.004948093,0.000015,-0.00002,0.000017,0.000001,0.000018,0,-0.000026
12/22/2015 14:55:16.241,0.0000,,x,2286,-2121,0.002135,0.00002,8.774278,-0.005066,-0.005366525,8.774278,-0.005066,-0.005366525,0.000016,-0.000021,0.000018,0.000001,0.000019,0,-0.000027
12/22/2015 14:55:17.238,0.0000,,x,2317,-2152,0.000716,0.000021,8.774136,-0.005208,-0.005516949,8.774136,-0.005208,-0.005516949,0.000017,-0.000021,0.000019,0.000001,0.00002,0,-0.000028
12/22/2015 14:55:18.253,0.0000,,x,2347,-2182,0.002294,0.000021,8.773848,-0.005496,-0.005822034,8.773848,-0.005496,-0.005822034,0.000017,-0.000022,0.000019,0.000001,0.000021,0,-0.000028
12/22/2015 14:55:19.235,0.0000,,x,2378,-2213,-0.002216,0.00002,8.773902,-0.005442,-0.005764831,8.773902,-0.005442,-0.005764831,0.000016,-0.000022,0.000019,0.000001,0.00002,0,-0.000028
12/22/2015 14:55:20.233,0.0000,,x,2408,-2243,-0.001214,0.000019,8.773939,-0.005405,-0.005725636,8.773939,-0.005405,-0.005725636,0.000015,-0.000021,0.000019,0.000001,0.00002,0,-0.000027
12/22/2015 14:55:21.231,0.0000,,x,2439,-2274,0.003736,0.000019,8.773898,-0.005446,-0.005769068,8.773898,-0.005446,-0.005769068,0.000015,-0.000021,0.000018,0.000001,0.00002,0,-0.000027
12/22/2015 14:55:22.247,0.0000,,x,2469,-2304,0.00046,0.000019,8.773908,-0.005436,-0.005758475,8.773908,-0.005436,-0.005758475,0.000015,-0.000021,0.000019,0.000001,0.00002,0,-0.000027
12/22/2015 14:55:23.245,-0.0008,,3,2500,-2335,-0.001549,0.000019,8.774,-0.005344,-0.005661017,8.774,-0.005344,-0.005661017,0.000015,-0.000021,0.000019,0.000001,0.00002,0,-0.000028
12/22/2015 14:56:28.877,0.0000,17,x,2528,-2363,0.004715,0.000016,8.774272,-0.005072,-0.005372881,8.774272,-0.005072,-0.005372881,0.000012,-0.000021,0.000018,0.000001,0.000019,0,-0.000027
12/22/2015 14:56:29.859,0.0000,,x,2556,-2391,0.002435,0.000015,8.774363,-0.004981,-0.005276483,8.774363,-0.004981,-0.005276483,0.000011,-0.000021,0.000018,0.000001,0.000019,0,-0.000027
12/22/2015 14:56:30.873,0.0000,,x,2583,-2418,-0.000548,0.000015,8.774464,-0.00488,-0.005169492,8.774464,-0.00488,-0.005169492,0.000011,-0.00002,0.000018,0.000001,0.000019,0,-0.000027
12/22/2015 14:56:31.873,0.0000,,x,2611,-2446,0.000377,0.000017,8.774398,-0.004946,-0.005239407,8.774398,-0.004946,-0.005239407,0.000013,-0.000022,0.000019,0.000001,0.00002,0,-0.000028
12/22/2015 14:56:32.871,0.0000,,x,2639,-2474,0.000451,0.000018,8.7738,-0.005544,-0.005872881,8.7738,-0.005544,-0.005872881,0.000014,-0.000023,0.000021,0.000001,0.000022,0,-0.00003
12/22/2015 14:56:33.869,0.0000,,x,2667,-2502,0.001197,0.000018,8.773642,-0.005702,-0.006040254,8.773642,-0.005702,-0.006040254,0.000014,-0.000024,0.000022,0.000001,0.000023,0,-0.000031
12/22/2015 14:56:34.883,0.0000,,x,2694,-2529,-0.001087,0.000018,8.773146,-0.006198,-0.006565678,8.773146,-0.006198,-0.006565678,0.000014,-0.000025,0.000022,0.000001,0.000024,-0.000001,-0.000032
12/22/2015 14:56:35.882,0.0000,,x,2722,-2557,-0.002075,0.000017,8.773203,-0.006141,-0.006505297,8.773203,-0.006141,-0.006505297,0.000013,-0.000025,0.000023,0.000001,0.000025,0,-0.000033
12/22/2015 14:56:36.864,0.0000,,x,2750,-2585,-0.003386,0.000017,8.772984,-0.00636,-0.006737288,8.772984,-0.00636,-0.006737288,0.000013,-0.000027,0.000024,0.000001,0.000026,-0.000001,-0.000035
12/22/2015 14:56:37.863,0.0000,,x,2778,-2613,0.002664,0.000015,8.772716,-0.006628,-0.007021186,8.772716,-0.006628,-0.007021186,0.000011,-0.000027,0.000026,0.000001,0.000027,-0.000001,-0.000036
12/22/2015 14:56:38.861,0.0000,,x,2806,-2641,0.002068,0.000013,8.772592,-0.006752,-0.007152542,8.772592,-0.006752,-0.007152542,0.000009,-0.000027,0.000026,0.000001,0.000027,-0.000001,-0.000036
12/22/2015 14:56:39.875,0.0000,,x,2833,-2668,0.00024,0.000011,8.772659,-0.006685,-0.007081568,8.772659,-0.006685,-0.007081568,0.000007,-0.000027,0.000025,0.000001,0.000026,0,-0.000035
12/22/2015 14:56:40.874,0.0000,,x,2861,-2696,-0.001243,0.00001,8.772662,-0.006682,-0.00707839,8.772662,-0.006682,-0.00707839,0.000006,-0.000026,0.000025,0.000001,0.000026,0,-0.000034
12/22/2015 14:56:41.872,0.0000,,x,2889,-2724,-0.000168,0.00001,8.772561,-0.006783,-0.007185381,8.772561,-0.006783,-0.007185381,0.000006,-0.000026,0.000024,0.000001,0.000026,0,-0.000034
12/22/2015 14:56:42.871,0.0000,,x,2917,-2752,0.001778,0.00001,8.772497,-0.006847,-0.007253178,8.772497,-0.006847,-0.007253178,0.000006,-0.000026,0.000025,0.000001,0.000026,0,-0.000034
12/22/2015 14:56:43.885,0.0000,,x,2944,-2779,-0.001051,0.00001,8.77251,-0.006834,-0.007239407,8.77251,-0.006834,-0.007239407,0.000006,-0.000027,0.000025,0.000001,0.000026,0,-0.000035
12/22/2015 14:56:44.868,0.0000,,x,2972,-2807,-0.000771,0.00001,8.772539,-0.006805,-0.007208686,8.772539,-0.006805,-0.007208686,0.000006,-0.000027,0.000025,0.000001,0.000027,-0.000001,-0.000035
12/22/2015 14:56:45.866,-0.0010,,4,3000,-2835,-0.00087,0.00001,8.772513,-0.006831,-0.007236229,8.772513,-0.006831,-0.007236229,0.000006,-0.000027,0.000025,0.000001,0.000027,-0.000001,-0.000035
12/22/2015 14:58:10.796,0.0000,26,x,3019,-2854,-0.002729,0.000004,8.772554,-0.00679,-0.007192797,8.772554,-0.00679,-0.007192797,0,-0.000026,0.000024,0.000001,0.000026,0,-0.000034
12/22/2015 14:58:11.796,0.0000,,x,3037,-2872,0.002636,0.000005,8.772532,-0.006812,-0.007216102,8.772532,-0.006812,-0.007216102,0.000001,-0.000026,0.000024,0.000001,0.000026,0,-0.000034
12/22/2015 14:58:12.809,0.0000,,x,3056,-2891,0.003765,0.000005,8.772406,-0.006938,-0.007349576,8.772406,-0.006938,-0.007349576,0.000001,-0.000026,0.000024,0.000001,0.000026,0,-0.000034
12/22/2015 14:58:13.807,0.0000,,x,3074,-2909,0.003857,0.000005,8.77239,-0.006954,-0.007366525,8.77239,-0.006954,-0.007366525,0.000001,-0.000026,0.000024,0.000001,0.000026,-0.000001,-0.000034
12/22/2015 14:58:14.805,0.0000,,x,3093,-2928,-0.00072,0.000005,8.772431,-0.006913,-0.007323093,8.772431,-0.006913,-0.007323093,0.000001,-0.000026,0.000025,0.000001,0.000026,0,-0.000034
12/22/2015 14:58:15.805,0.0000,,x,3111,-2946,-0.00145,0.000005,8.772409,-0.006935,-0.007346398,8.772409,-0.006935,-0.007346398,0.000001,-0.000026,0.000025,0.000001,0.000026,0,-0.000035
12/22/2015 14:58:16.803,0.0000,,x,3130,-2965,-0.001881,0.000005,8.77245,-0.006894,-0.007302966,8.77245,-0.006894,-0.007302966,0.000001,-0.000026,0.000025,0.000001,0.000027,-0.000001,-0.000035
12/22/2015 14:58:17.800,0.0000,,x,3148,-2983,0.000457,0.000005,8.772472,-0.006872,-0.007279661,8.772472,-0.006872,-0.007279661,0.000001,-0.000027,0.000025,0.000001,0.000027,-0.000001,-0.000035
12/22/2015 14:58:18.815,0.0000,,x,3167,-3002,0.003516,0.000006,8.772245,-0.007099,-0.007520127,8.772245,-0.007099,-0.007520127,0.000002,-0.000028,0.000026,0.000001,0.000028,-0.000001,-0.000037
12/22/2015 14:58:19.814,0.0000,,x,3185,-3020,0.004463,0.000006,8.771849,-0.007495,-0.007939619,8.771849,-0.007495,-0.007939619,0.000002,-0.000029,0.000027,0.000001,0.000029,-0.000001,-0.000038
12/22/2015 14:58:20.796,0.0000,,x,3204,-3039,0.003963,0.000006,8.77153,-0.007814,-0.008277542,8.77153,-0.007814,-0.008277542,0.000002,-0.000029,0.000027,0.000001,0.000029,-0.000001,-0.000038
12/22/2015 14:58:21.796,0.0000,,x,3222,-3057,0.000432,0.000006,8.771454,-0.00789,-0.008358051,8.771454,-0.00789,-0.008358051,0.000002,-0.000029,0.000028,0.000001,0.00003,-0.000001,-0.000039
12/22/2015 14:58:22.810,0.0000,,x,3241,-3076,-0.000895,0.000006,8.771315,-0.008029,-0.008505297,8.771315,-0.008029,-0.008505297,0.000002,-0.00003,0.000028,0.000001,0.00003,-0.000001,-0.00004
12/22/2015 14:58:23.808,0.0000,,x,3259,-3094,0.003928,0.000006,8.771198,-0.008146,-0.008629237,8.771198,-0.008146,-0.008629237,0.000002,-0.00003,0.000029,0.000001,0.000031,-0.000001,-0.00004
12/22/2015 14:58:24.805,0.0000,,x,3278,-3113,0.001762,0.000006,8.77098,-0.008364,-0.008860169,8.77098,-0.008364,-0.008860169,0.000002,-0.000031,0.000029,0.000001,0.000032,0,-0.00004
12/22/2015 14:58:25.804,0.0000,,x,3296,-3131,-0.002455,0.000005,8.770954,-0.00839,-0.008887712,8.770954,-0.00839,-0.008887712,0.000001,-0.000031,0.00003,0.000001,0.000032,-0.000001,-0.000041
12/22/2015 14:58:26.803,0.0000,,x,3315,-3150,0.000192,0.000005,8.770844,-0.0085,-0.009004237,8.770844,-0.0085,-0.009004237,0.000001,-0.000032,0.00003,0.000001,0.000032,-0.000001,-0.000042
12/22/2015 14:58:27.816,0.0000,,x,3333,-3168,-0.001967,0.000004,8.770768,-0.008576,-0.009084746,8.770768,-0.008576,-0.009084746,0,-0.000032,0.000031,0.000001,0.000033,-0.000001,-0.000042
